title,genre,producer,country,country_duble,year,year_duble,imdb
Жажда,"Жанры игрового кино,Драма (жанр)","(['Ингмар Бергман'],)",Швеция,,,1949,6.5
Жадность,"Жанры игрового кино,Кинокомедия","(['Линн, Джонатан'],)",США,,,1994,6.3
Жадность,"Жанры игрового кино,Кинокомедия,Сатира","(['Уинтерботтом, Майкл'],)",Великобритания,,,2019,5.8
Жаворонок,"Жанры игрового кино,Военный фильм,Драма","(['Курихин, Никита Фёдорович', 'Менакер, Леонид Исаакович'],)",СССР,,,1964,7.2
Жаворонки на нитке,"Жанры игрового кино,Кинокомедия,Парабола (литература)","(['Иржи Менцель'],)",Чехословакия,,,1990,7.3
Дальше некуда!,"Жанры игрового кино,Кинокомедия","(['Лотнер, Жорж'],)",Франция,,,1976,6.1
Жаворонки,"Жанры игрового кино,Драма (жанр)","(['Дункерс, Ольгерт'],)",,Союз Советских Социалистических Республик,,,6.7
Дам миллион,"Жанры игрового кино,Кинокомедия","(['Марио Камерини'],)",,Италия,,1935,6.9
Дальше по коридору,"Жанры игрового кино,Ужасы,Драма (жанр),Фэнтези,Триллер (жанр)","(['en:Rodrigo Cortés'],)",США,,Стефани Майер,"Марти Бауэн,Вик Годфри,Адриан Герра,Меган Хиббетт,Нурия Вол,2018",5.0
Дальше живите сами,"Жанры игрового кино,Комедия-драма","(['Леви, Шон'],)",США,,,2014,6.6
Дальше некуда,"Жанры игрового кино,Криминал,Кинокомедия","(['Туртурро, Джон'],)",США,,,2019,4.4
Дама без камелий,"Жанры игрового кино,Драма (жанр)","(['Микеланджело Антониони'],)","Италия,Франция",,,1953,7.2
Ж. К. В. Д.,"Жанры игрового кино,Драма (жанр),Трагикомедия","(['Мабрук Эль Мекри'],)","Бельгия,Франция,Люксембург",,,2008,7.0
Дальше — тишина,"Жанры игрового кино,Спектакль","(['Эфрос, Анатолий Васильевич'],)",СССР,,,,8.5
Дальняя дорога,"Жанры игрового кино,Мелодрама","([],)",США,,,"Марти Бауэн,Вик Годфри,Тереза Парк,2015",7.0
Дальний рейс,"Жанры игрового кино,Драма (фильм)","(['Хидэо Сэкигава'],)",Япония,,,,7.1
Дальний космос,"Жанры игрового кино,Научно-фантастический фильм,Фильм-триллер,Драматический фильм","(['Джо Пенна'],)",,"Германия,Соединённые Штаты Америки","22 апреля,2021,24 июня,2021"," , ",5.7
Далласский клуб покупателей,"Жанры игрового кино,Драма (жанр),Музыкальный жанр,Саундтрек","(['Жан-Марк Валле'],)",США,,,2013,7.9
Даллас: Ранние годы,"Жанры игрового кино,Исторический фильм","([],)",,Соединённые Штаты Америки,,,6.9
Даллас: Джей Ар возвращается,"Жанры игрового кино,Мыльная опера","(['Кацман, Леонард'],)",,Соединённые Штаты Америки,,,6.7
Даллас: Война Юингов,"Жанры игрового кино,Драма (жанр)","([],)",,Соединённые Штаты Америки,,,6.3
Далида,"Жанры игрового кино,Драма (жанр),Биография","([],)",,"Франция,Италия",,,6.6
Далеко-далеко,"Жанры игрового кино,Драма (жанр),Приключения","(['Рон Ховард'],)",,,,1992,6.6
Далеко по соседству,"Жанры игрового кино,Драма (жанр),Фэнтези","(['Сэм Гарбарски (страница отсутствует)'],)",,,,2010,6.9
Далеко от Москвы,"Жанры игрового кино,Драма (жанр)","(['Столпер, Александр Борисович'],)",,Союз Советских Социалистических Республик,,1950,5.9
Далеко на западе,"Жанры игрового кино,Драма (жанр)","(['Файнциммер, Александр Михайлович'],)",СССР,,,1968,6.1
Далеко в горах,"Жанры игрового кино,Драма (жанр),Исторический фильм","(['Карпов, Александр Яковлевич'],)",СССР,,,,5.3
Далёкие облака,"Жанры игрового кино,Драма (фильм)","(['Кэйсукэ Киносита'],)",Япония,,,,6.6
Далёкие мечты,"Жанры игрового кино,Драма (жанр)","(['Хоффман, Майкл'],)","США,Великобритания",,,1987,5.7
Далёкие близкие,"Жанры игрового кино,Драматический фильм,Комедия","(['Иван Соснин'],)",Россия,,,2022,6.5
Далёкие барабаны,"Жанры игрового кино,Вестерн","(['Рауль Уолш'],)",США,,,,6.4
Далёкая синяя высь,"Жанры игрового кино,Кинофантастика,Псевдодокументальный фильм","(['Херцог, Вернер'],)",,"Германия,Соединённые Штаты Америки,Франция,Великобритания","5 сентября,2005,15 июня,2007,1 ноября,2007"," , , ",6.1
Далёкая невеста,Жанры игрового кино,"(['Иванов-Барков, Евгений Алексеевич'],)",СССР,,,1948,5.8
Далекий край,"Жанры игрового кино,Приключенческий фильм,Драма (жанр),Мелодрама,Вестерн","(['Энтони Манн'],)",,Соединённые Штаты Америки,1954,,7.1
Даки,"Жанры игрового кино,Драма (жанр),Пеплум (жанр)","([],)","Румыния,Франция",,,1967,7.6
Дакан,"Жанры игрового кино,Драма (жанр)","([],)","Франция,Гвинея",,,1997,6.3
Дайте жалобную книгу,"Жанры игрового кино,Кинокомедия","(['Рязанов, Эльдар Александрович'],)",СССР,,,1964,7.0
Дайана Найэд,"Жанры игрового кино,d:Q113930130","([],)",,Соединённые Штаты Америки,2023,,7.1
Дай себе волю,"Жанры игрового кино,Комедия","([],)",Италия,,,,6.0
Дай мне кров,"Жанры игрового кино,Документальный фильм","(['Альберт Мэйслес', 'Дэвид Мэйслес'],)",США,,,1970,7.8
Даже по-аргентински,"Жанры игрового кино,Музыкальный фильм,d:Q1492706,Романтическая комедия","([],)",,Соединённые Штаты Америки,1940,,6.4
Даже не думай!,"Жанры игрового кино,Кинокомедия","(['Руслан Бальтцер'],)",Россия,,,2002,5.7
Даже не думай 2: Тень независимости,"Жанры игрового кино,Кинокомедия","(['Руслан Бальтцер'],)",Россия,,,2004,3.7
Даже девушки-ковбои иногда грустят,"Жанры игрового кино,Комедия-драма","(['Ван Сент, Гас'],)",США,,,1993,4.3
Ещё раз про любовь,Жанры игрового кино,"(['Натансон, Георгий Григорьевич'],)",СССР,,,1968,7.5
Ещё по одной,"Жанры игрового кино,Драма (жанр),Трагикомедия","(['Винтерберг, Томас'],)","Дания,Нидерланды,Швеция",,,2020,7.7
Ещё одна слежка,"Жанры игрового кино,Кинокомедия","(['Бэдэм, Джон'],)",США,,"1993,13 января,1994", ,5.6
Ещё одна настоящая любовь,"Жанры игрового кино,Мелодрама","(['Фикмен, Энди'],)",США,,,2023,5.4
Ещё одна история о Золушке,"Жанры игрового кино,Комедия","(['Сантостефано, Дамон'],)",США,,,2008,5.7
Ещё одна из рода Болейн,"Жанры игрового кино,Драма (жанр)","(['Чадвик, Джастин (страница отсутствует)'],)","Великобритания,США",,,2008,6.7
Ещё одна из рода Болейн,"Жанры игрового кино,Драма (жанр),Исторический фильм","(['Лоуторп, Филиппа'],)",,Великобритания,,,6.1
Ещё один день в раю,"Жанры игрового кино,Драма (жанр),Криминальный фильм","(['Кларк, Ларри'],)",США,,,1998,6.5
Ещё один год,"Жанры игрового кино,Кинокомедия,Драма (жанр)","(['Майк Ли'],)",Великобритания,,,2010,7.4
Ещё нет,"Жанры игрового кино,Драма (жанр)","(['Куросава, Акира'],)",Япония,,,1993,7.3
Ещё не вечер,"Жанры игрового кино,Драма (жанр)","(['Розанцев, Николай Васильевич'],)",СССР,,1974,,5.9
"Ещё люблю, ещё надеюсь","Жанры игрового кино,Мелодрама","(['Лырчиков, Николай Ильич'],)",СССР,,,1984,6.8
Ещё кружок,"Жанры игрового кино,Мелодрама,Комедия","(['Халльстрём, Лассе'],)",США,,,1991,6.5
Ещё до войны,"Жанры игрового кино,Мелодрама","(['Савченко, Борис Иванович'],)",СССР,,,1982,5.6
"Ешь, молись, люби","Жанры игрового кино,Драма (жанр),Мелодрама,Музыкальный жанр,Original motion Soundtrack and Score (страница отсутствует)","(['Мёрфи, Райан'],)",США,,,2010,5.8
"Ехали мы, ехали…","Жанры игрового кино,Кинокомедия","(['Березин, Ефим Иосифович', 'Тимошенко, Юрий Трофимович'],)",СССР,,,1962,6.5
Ехали два шофёра,"Жанры игрового кино,Кинокомедия","(['Котт, Александр Константинович'],)",,,,2001,5.9
Ехали в трамвае Ильф и Петров,"Жанры игрового кино,Кинокомедия","(['Титов, Виктор Абросимович'],)",,Союз Советских Социалистических Республик,,1972,6.7
Есть такой парень,"Жанры игрового кино,Мелодрама","(['Ивченко, Виктор Илларионович'],)",СССР,,,1956,6.6
Есть мечты — будут и путешествия,"Жанры игрового кино,Мелодрама,Драма (жанр)","(['Брэд Айзекс (страница отсутствует)'],)",США,,,2007,7.2
Есть меч — могу путешествовать,"Жанры игрового кино,Боевик (киножанр),Драма (жанр)","(['Чжан Чэ'],)",Гонконг,,,1969,7.0
Есть идея!,"Жанры игрового кино,Сказка,Кинокомедия","(['Бычков, Владимир Сергеевич'],)",СССР,,,1977,5.2
Есть и такой остров,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Гасан Сеидбейли'],)",СССР,,,1963,7.0
Есть здесь кто-нибудь?,"Жанры игрового кино,Драма (жанр)","(['Джон Кроули (страница отсутствует)'],)",Великобритания,,,2008,6.6
Естественный свет,"Жанры игрового кино,Драматический фильм,Военный фильм","([],)",,"Германия,Венгрия,Латвия,Франция",,2021,5.9
Если…,"Жанры игрового кино,Драма (жанр)","(['Андерсон, Линдсей'],)",Великобритания,,,1968,7.4
Если я останусь,"Жанры игрового кино,Драма (жанр)","(['Катлер, Ар Джей'],)",США,,,2014,6.7
"Если хочешь хорошо провести время, звони…","Жанры игрового кино,Кинокомедия","([],)",США,,,2012,6.0
Если хочешь быть счастливым,Жанры игрового кино,"(['Губенко, Николай Николаевич'],)",СССР,,,1974,5.9
Если ты прав…,"Жанры игрового кино,Мелодрама","(['Егоров, Юрий Павлович (режиссёр)'],)",СССР,,,1963,6.9
Если только,"Жанры игрового кино,Драма (жанр),Фэнтези,Мелодрама,Кинокомедия","(['Джангер, Джил (страница отсутствует)'],)","США,Великобритания",,,2004,7.0
Давилка 2: Компьютерный убийца,"Жанры игрового кино,Фильм ужасов,Научно-фантастический фильм","([],)",,"Канада,Соединённые Штаты Америки",2001,,2.4
Дагеротип,"Жанры игрового кино,Фильм ужасов","(['Киёси Куросава'],)","Япония,Франция",,,2016,5.7
Дагни,"Жанры игрового кино,Фильм-биография,Драма (жанр)","(['Хокон Саннёй (страница отсутствует)'],)","Польша,Норвегия",,,1976,5.4
Если свекровь — монстр,"Жанры игрового кино,Комедия,Мелодрама","(['Лукетич, Роберт'],)",США,,,2005,5.5
Если твоя девушка — зомби,"Жанры игрового кино,Зомби-комедия","([],)",США,,,,5.6
Давно умерший:,"Жанры игрового кино,Фильм ужасов","(['Адамс, Маркус (страница отсутствует)'],)","Великобритания,Франция",,,2002,4.7
Давилка 3: Возрождение,"Жанры игрового кино,Фильм ужасов","([],)",,Соединённые Штаты Америки,2005,,3.1
Давилка,"Жанры игрового кино,Фильм ужасов","([],)","США,Австралия,ЮАР",,,1995,4.4
Давид-Бек,"Жанры игрового кино,Драма (жанр)","(['Бек-Назарян, Амбарцум'],)",СССР,,,1943,6.5
Давид и Лэйла: Беззаветная любовь,"Жанры игрового кино,Романтика,Драма (жанр)","([],)",США,,,2005,5.5
Давайте потанцуем,"Жанры игрового кино,Романтическая комедия","(['Челсом, Питер'],)",,,,2004,6.2
Давайте забудем об этом,"Жанры игрового кино,Кинокомедия","([],)",Италия,,,2012,6.6
"Давай, Джонни, давай!","Жанры игрового кино,Кинокомедия,Мюзикл","([],)",,Соединённые Штаты Америки,1959,,5.8
Давай я сделаю тебя мучеником,"Жанры игрового кино,Драма (жанр)","(['Асраф, Кори (страница отсутствует)', 'Своб, Джон (страница отсутствует)'],)",США,,,2017,4.6
Давид Гурамишвили,"Жанры игрового кино,Драма (жанр)","(['Санишвили, Николай Константинович', 'Туманов, Иосиф Михайлович'],)",СССР,,,1945,7.4
Давид и Голиаф,"Жанры игрового кино,Драма (жанр)","(['Фердинандо Бальди (страница отсутствует)', 'Потье, Потье (страница отсутствует)'],)",Италия,,,1960,4.7
"Давайте, ребята","Жанры игрового кино,Боевик (киножанр),Комедия,Приключения","(['Колицци, Джузеппе (страница отсутствует)'],)",Италия,,,1972,6.6
Давайте потанцуем?,"Жанры игрового кино,Кинокомедия,Комедийная драма,Драматический фильм","(['Суо, Масаюки'],)",,Япония,Репортёр,[en],7.7
Давай сделаем это легально,"Жанры игрового кино,Кинокомедия","([],)",США,,,1951,6.1
Давай разведёмся!,"Жанры игрового кино,Кинокомедия,Возрастная классификация информационной продукции в России,Мелодрама","(['Анна Пармас'],)",Россия,,,2019,5.5
Давай поцелуемся,"Жанры игрового кино,Романтическая кинокомедия","(['Муре, Эмманюэль'],)",Франция,,,2007,6.7
Давайте потанцуем,Жанры игрового кино,"([],)",,,,1950,6.1
Давай поженимся,"Жанры игрового кино,Мелодрама","(['Ефремов, Александр Васильевич'],)",СССР,,,,5.7
"Да, нет, наверное","Жанры игрового кино,Кинокомедия,Драма (жанр),Мелодрама","([],)","Великобритания,США,Франция",,,2008,7.1
"Да, мадам!","Жанры игрового кино,Боевик (киножанр),Кинокомедия,Криминальный фильм","([],)",Гонконг,,,1985,6.7
Давай сделаем это по-быстрому,"Жанры игрового кино,Драма (жанр),Криминальный фильм","(['Бодров, Сергей Владимирович'],)","Германия,Франция,Великобритания,Россия",,,2001,5.7
Да и да,"Жанры игрового кино,Мелодрама","(['Валерия Гай Германика'],)",Россия,,,2014,4.9
Да помогут нам небеса!,"Жанры игрового кино,Комедия,Мелодрама,Драма (жанр)","(['Майкл Диннер (страница отсутствует)'],)",,,,1985,6.9
Да здравствуют зрелые женщины,"Жанры игрового кино,Драма (жанр),Мелодрама","([],)",Канада,,,1978,5.6
Да здравствуют духи!,"Жанры игрового кино,Мюзикл,Кинокомедия,Фильм-сказка","(['Липский, Олдржих'],)",Чехословакия,,,1976,7.6
Да здравствует Цезарь!,"Жанры игрового кино,Комедийный фильм","(['Братья Коэн'],)",США,,,2016,6.3
Да здравствует свобода,"Жанры игрового кино,Кинокомедия,Драма (жанр)","(['Роберто Андо (страница отсутствует)'],)",Италия,,,2013,6.9
Да здравствуют антиподы!,"Жанры игрового кино,Документальный фильм","(['Виктор Косаковский'],)","Германия,Аргентина,Нидерланды,Чили",,,2011,7.2
Да здравствует король,"Жанры игрового кино,Кинокомедия,Драматический фильм,Фильм-триллер","([],)",США,,,2014,7.2
Да здравствует Италия!,"Жанры игрового кино,Драма (жанр),Исторический фильм","(['Роберто Росселлини'],)","Италия,Франция",,,1961,6.3
"Да здравствует Генрих IV, да здравствует любовь!","Жанры игрового кино,Исторический фильм,Комедия","(['Отан-Лара, Клод'],)","Франция,Италия",,,1961,5.3
"Вива, Вилья!","Жанры игрового кино,Биографический фильм","([],)",,Соединённые Штаты Америки,1934,,6.3
Да будет свет,Жанры игрового кино,"(['Хьюстон, Джон'],)",США,,,1946,7.4
Да будет утро,"Жанры игрового кино,Драматический фильм","([],)",,Израиль,"2021,13 апреля,2022","октябрь , ",6.8
Д’Артаньян и три мушкетёра,"Жанры игрового кино,Музыкальный фильм,Приключенческий фильм,Кинокомедия,Фильм плаща и шпаги","(['Юнгвальд-Хилькевич, Георгий Эмильевич'],)",СССР,,,,7.8
Если парни всего мира...,Жанры игрового кино,"(['Кристиан-Жак'],)",,,,1956,6.7
"Если они скажут, что ты чувствуешь","Жанры игрового кино,Драма (жанр)","(['Аранда, Висенте'],)",Испания,,1989,,5.5
Если наступит завтра,"Жанры игрового кино,Криминальный фильм,Драма (жанр)","([],)",США,,,1986,7.7
"Если можешь, прости…","Жанры игрового кино,Мелодрама","(['Итыгилов, Александр Атаевич'],)",СССР,,,1984,6.2
Если Люси упадет,"Жанры игрового кино,Комедия,Мелодрама","(['Эрик Шеффер (страница отсутствует)'],)",США,,,1996,4.9
Если кошки исчезнут во всём мире,"Жанры игрового кино,Драма (жанр),Фэнтези","([],)",Япония,,,2016,6.8
Если завтра война…,"Жанры игрового кино,Пропагандистский фильм","(['Дзиган, Ефим Львович', 'Анци-Половский, Лазарь Яковлевич', 'Березко, Георгий Сергеевич', 'Кармазинский, Николай Николаевич'],)",,Союз Советских Социалистических Республик,1938,,6.1
Если все,"Жанры игрового кино,Художественный фильм,Драма (жанр)","(['Беляускене, Наталия Владимировна'],)",Армения,,,2012,7.2
Если враг не сдаётся…,"Жанры игрового кино,Военный","(['Левчук, Тимофей Васильевич'],)",СССР,,,1982,6.3
Если верить Лопотухину…,Жанры игрового кино,"(['Козаков, Михаил Михайлович'],)",СССР,,,1983,5.9
"Если бы я хотел свистеть, ","Жанры игрового кино,Драма (жанр)","(['Флорин Шербан'],)","Румыния,Швеция",,,2010,7.0
Если бы я был королём,"Жанры игрового кино,Драма (жанр)","(['Ллойд, Фрэнк (режиссёр)'],)",,,,1938,7.1
Если бы это была любовь,"Жанры игрового кино,Документальное кино","(['en:Patric Chiha'],)",,,"22 февраля,2020,4 марта,2020,6 марта,2020,21 марта,2024"," , , , ",6.4
Если бы стены могли говорить 2,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Джейн Андерсон', 'Кулидж, Марта', 'Хейч, Энн'],)",,Соединённые Штаты Америки,,,6.9
Если бы стены могли говорить,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Нэнси Савока', 'Шер'],)",,Соединённые Штаты Америки,,,6.9
Если бы не розы,"Жанры игрового кино,Драма (жанр)","(['Гросбард, Улу'],)",США,,,1968,7.0
Если бы нам рассказали о Париже,Жанры игрового кино,"(['Саша Гитри'],)",,Франция,,1956,6.3
«Если бы знать…»,"Жанры игрового кино,Драма (жанр)","(['Бланк, Борис Лейбович'],)",Россия,,,1993,3.2
Если бы Дон Жуан был женщиной,"Жанры игрового кино,Эротический фильм,Драма (жанр)","(['Вадим, Роже'],)","Франция,Италия",,,1973,5.0
Если бы взгляды могли убивать,"Жанры игрового кино,Шпионский боевик,Кинокомедия,Кинопародия,Музыкальный жанр,Хард-рок,Глэм-метал","(['Дир, Уильям'],)","США,США",,,1991,5.8
Если бы весь мир был моим,"Жанры игрового кино,Мелодрама,Мюзикл","(['Густафсон, Томас (режиссёр) (страница отсутствует)'],)",США,,,2008,6.8
Если Бил-стрит могла бы заговорить,"Жанры игрового кино,Драматический фильм,Романтический фильм","(['Дженкинс, Барри (режиссёр)'],)",США,,,2018,7.1
Ёсивара,Жанры игрового кино,"(['Макс Офюльс'],)",Франция,,,1937,6.5
Есения,Жанры игрового кино,"([],)",,Мексика,,1971,6.4
Ермак,"Жанры игрового кино,Исторический фильм,Фильм-биография,Мосфильм,Государственный комитет Российской Федерации по кинематографии,Дрезден","(['Усков, Валерий Иванович', 'Краснопольский, Владимир Аркадьевич'],)","СССР,Россия,Германия",,,,6.9
Емельян Пугачёв,"Жанры игрового кино,Фильм-биография,Исторический фильм,Драма (жанр)","(['Салтыков, Алексей Александрович'],)",СССР,,,1978,6.3
Ельцин. Три дня в августе,"Жанры игрового кино,Драма (жанр)","(['Мохов, Александр Анатольевич'],)",Россия,,,,5.5
Ёлки-палки!,"Жанры игрового кино,Кинокомедия","(['Никоненко, Сергей Петрович'],)",СССР,,,1988,6.8
Ёлки последние,"Жанры игрового кино,Комедия","(['Бекмамбетов, Тимур Нуруахитович', 'Баранов, Егор Геннадьевич', 'Пармас, Анна Яковлевна', 'Котт, Александр Константинович'],)",Россия,,,2018,4.3
Ёлки новые,"Жанры игрового кино,Комедия,Мелодрама","(['Жора Крыжовников', 'Киселёв, Дмитрий Игоревич', 'Александр Карпиловский', 'Алексей Нужный'],)",Россия,,,2017,4.3
Ёлки лохматые,"Жанры игрового кино,Кинокомедия,Семейный фильм","(['Свешников, Максим Валентинович'],)",Россия,,,2015,4.5
Ёлки 1914,"Жанры игрового кино,Кинокомедия,Мелодрама","(['Тимур Бекмамбетов', 'Киселёв, Дмитрий Игоревич', 'Александр Котт', 'Быков, Юрий Анатольевич', 'Александр Карпиловский', 'Екатерина Телегина (страница отсутствует)', 'Андрей Кавун'],)",Россия,,,2014,4.6
Ёлки 10,"Жанры игрового кино,Кинокомедия","([],)",Россия,,,2023,3.0
Ёлки 9,"Жанры игрового кино,Кинокомедия","(['Лупашко, Александра Сергеевна (страница отсутствует)'],)",Россия,,,,3.5
Ёлки 8,"Жанры игрового кино,Кинокомедия","(['Лупашко, Александра Сергеевна (страница отсутствует)', 'Маценова, Варвара Юрьевна (страница отсутствует)', 'Богданов, Антон Андреевич (страница отсутствует)', 'Зоркий, Василий Львович'],)",Россия,,,,3.0
Ёлки 5,"Жанры игрового кино,Кинокомедия","(['Тимур Бекмамбетов', 'Александр Котт', 'Вадим Перельман', 'Индар Джендубаев (страница отсутствует)', 'Андрей Шавкеро (страница отсутствует)', 'Мария Лихачёва (страница отсутствует)', 'Непомнящий, Роман'],)",Россия,,,2016,3.7
Ёлки 3,"Жанры игрового кино,Кинокомедия,Семейный фильм","([],)",Россия,,,2013,5.4
Ёлки 2,"Жанры игрового кино,Кинокомедия,Мелодрама","(['Киселёв, Дмитрий Игоревич', 'Баранов, Александр Николаевич (режиссёр)', 'Котт, Александр Константинович', 'Габриадзе, Леван Ревазович'],)",Россия,,,2011,6.2
Ёлки,"Жанры игрового кино,Кинокомедия,Драма (жанр)","(['Бекмамбетов, Тимур Нуруахитович', 'Войтинский, Александр Сергеевич', 'Киселёв, Дмитрий Игоревич', 'Александр Андрющенко (страница отсутствует)', 'Йонинас, Игнас (режиссёр) (страница отсутствует)'],)",Россия,,,2010,6.2
Елизавета I,"Жанры игрового кино,Биографический фильм,Драма (жанр),Исторический фильм","(['Хупер, Том'],)",[en],"Великобритания,Соединённые Штаты Америки",Сказочник,[en],7.9
Елена Троянская,"Жанры игрового кино,Драма (жанр),Пеплум (жанр)","(['Уайз, Роберт'],)","США,Италия",,,1956,6.1
Елена Троянская,"Жанры игрового кино,Драма (жанр)","(['Кент Харрисон, Джон (страница отсутствует)'],)",США,,,,6.2
Елена и мужчины,"Жанры игрового кино,Драматический фильм,Романтический фильм","([],)",,"Франция,Италия",1956,,6.2
Елена в ящике,"Жанры игрового кино,Мистика,Драма (жанр),Триллер","([],)",,Соединённые Штаты Америки,,1993,4.7
Елена,"Жанры игрового кино,Военный фильм","(['Йокинен, Антти'],)",Финляндия,,,2015,6.0
Елена,"Жанры игрового кино,Документальное кино","(['Коста, Петра (страница отсутствует)'],)",,Бразилия,2012,,7.5
Елена,"Жанры игрового кино,Драма (жанр)","(['Звягинцев, Андрей Петрович'],)",Россия,,,2011,7.3
Елена — свободная,"Жанры игрового кино,Мелодрама","(['Николь Конн (страница отсутствует)'],)",США,,,2010,6.1
Елгава 94,"Жанры игрового кино,Приключенческий фильм,Драматический фильм","(['Абеле, Янис (страница отсутствует)'],)",Латвия,,,,6.8
Ёкихи / Ян Гуйфэй,"Жанры игрового кино,Драма (жанр)","(['Мидзогути, Кэндзи'],)","Япония,Гонконг",,,1955,7.1
Екатерина Воронина,"Жанры игрового кино,Мелодрама","(['Анненский, Исидор Маркович'],)",СССР,,,1957,6.5
Екатерина Великая,Жанры игрового кино,"(['Чомски, Марвин Джей (страница отсутствует)'],)",,,,1996,6.1
Екатерина Великая,"Жанры игрового кино,Кинокомедия","([],)",,Великобритания,1968,,5.4
Ей это нужно позарез,"Жанры игрового кино,Комедия-драма","(['Ли, Спайк'],)",,Соединённые Штаты Америки,,,6.8
Езда на гренландских собаках,"Жанры игрового кино,Документальное кино","(['Эльфельт, Петер (страница отсутствует)'],)",Дания,,,1897,5.0
Её роковой недостаток,"Жанры игрового кино,Детектив","(['Джордж Менделюк'],)",США,,,2006,5.3
Её правда,"Жанры игрового кино,Драматический фильм,Биографический фильм","([],)",,Соединённые Штаты Америки,2022,,7.3
Её любовь кипятит воду,"Жанры игрового кино,Драма (жанр)","(['Рёта Накано (страница отсутствует)'],)",Япония,,,2016,7.4
Её имя — Весна,"Жанры игрового кино,Мелодрама","(['Хамраев, Искандер Абдурахманович'],)",СССР,,,1969,6.5
Её звали Муму,"Жанры игрового кино,Драматический фильм","([],)",,Россия,2015,,5.3
Её заветное желание,"Жанры игрового кино,Аниме","([],)",Япония,,,2020,7.6
Её брачная ночь,"Жанры игрового кино,Мелодрама,Комедия","(['Таттл, Фрэнк'],)",США,,,1930,7.1
Её большое сердце,"Жанры игрового кино,Драма (жанр)","(['Ибрагимов, Аждар Муталлим оглы'],)","СССР,Азербайджанская ССР",,,1958,6.6
Единичка,"Жанры игрового кино,Военный фильм,Приключенческий фильм,Драма (жанр)","(['Белевич, Кирилл Александрович (страница отсутствует)'],)",Россия,,,2015,5.9
Едва я открою глаза,"Жанры игрового кино,Драматический фильм,Художественный фильм","([],)",,"Франция,Бельгия,Тунис","5 сентября,2015,6 октября,2016"," , ",6.7
Еда,"Жанры игрового кино,Комедия,Драма (жанр)","(['Генри Джэглом (страница отсутствует)'],)",,,,1990,6.2
Егорка,"Жанры игрового кино,Семейный фильм,Приключенческий фильм","(['Яновский, Соломон Лейбович'],)",,,,1984,6.5
Егор Булычов и другие,"Жанры игрового кино,Драма (жанр)","(['Соловьёв, Сергей Александрович (кинорежиссёр)'],)",СССР,,,1971,6.9
Его фотография в газетах,"Жанры игрового кино,Романтическая комедия","(['Эмерсон, Джон (режиссёр)'],)",США,,,1916,5.9
Его собачье дело,"Жанры игрового кино,Боевик (жанр),Триллер,Комедия","(['Марк Каллен (страница отсутствует)'],)",США,,,2017,5.3
Его сиятельство шофёр,"Жанры игрового кино,Кинокомедия","(['Михал Вашиньский'],)",Польша,,,1935,6.4
Его превосходительство субъект,"Жанры игрового кино,Кинокомедия","(['Михал Вашиньский'],)",Польша,,,1933,6.9
Его превосходительство,"Жанры игрового кино,Драма (жанр)","(['Григорий Рошаль'],)",СССР,,,1927,6.6
Его новая работа,"Жанры игрового кино,Кинокомедия","(['Чаплин, Чарльз'],)",,Соединённые Штаты Америки,,1915,6.1
Его новая профессия,"Жанры игрового кино,Кинокомедия","(['Чаплин, Чарльз'],)",США,,,1914,5.9
Его музыкальная карьера,"Жанры игрового кино,Кинокомедия","(['Чаплин, Чарльз'],)",США,,,1914,5.9
Его место для свиданий,"Жанры игрового кино,Кинокомедия","(['Чаплин, Чарльз'],)",США,,,1914,6.2
Его любимое времяпрепровождение,"Жанры игрового кино,Кинокомедия","(['Джордж Николс (страница отсутствует)'],)",США,,,1914,5.0
Его игра,"Жанры игрового кино,Драма (жанр)","(['Ли, Спайк'],)",США,,,1998,6.9
Его зовут Сухэ-Батор,"Жанры игрового кино,Исторический фильм","(['Зархи, Александр Григорьевич', 'Хейфиц, Иосиф Ефимович'],)","СССР,МНР",,,1942,6.3
Его зовут Никак,"Жанры игрового кино,Комедия","(['Карл Мака'],)",Гонконг,,,1979,5.7
Его звали Роберт,"Жанры игрового кино,Фантастический фильм,Комедия","(['Илья Ольшвангер'],)",СССР,,,1967,6.6
Его женщина,"Жанры игрового кино,Мелодрама","(['Эдвард Сломен (страница отсутствует)'],)",,Соединённые Штаты Америки,1931,,5.6
Его доисторическое прошлое,"Жанры игрового кино,Кинокомедия,Короткометражный фильм,Немой фильм","(['Чаплин, Чарльз'],)",,,,1914,5.3
Его девушка Пятница,"Жанры игрового кино,Бурлескная комедия,Comedy of remarriage","(['Говард Хоукс'],)",,Соединённые Штаты Америки,"11 января,1940,18 января,1940,21 сентября,1940"," , , ",7.8
Его выздоровление,"Жанры игрового кино,Драма (жанр),Детективный фильм","(['Брончо Билли Андерсон'],)",,,,1915,4.5
Его величество мсье Дюпон,"Жанры игрового кино,Кинокомедия","([],)","Франция,Италия",,,1950,6.7
Его брачная ночь,"Жанры игрового кино,Кинокомедия","(['Роско Арбакл'],)",США,,,1917,5.9
Его брат,"Жанры игрового кино,Драма (жанр)","([],)",Франция,,,2002,6.9
Жандарм женится,"Жанры игрового кино,Кинокомедия","(['Жиро, Жан (режиссёр)'],)","Франция,Италия",,,1968,6.8
