title,genre,producer,country,country_duble,year,year_duble,imdb
Жандарм в Нью-Йорке,"Жанры игрового кино,Кинокомедия","(['Жиро, Жан (режиссёр)'],)","Франция,Италия,США",,,1965,6.4
Жанна д'Арк,"Жанры игрового кино,Биографический фильм,Приключенческий фильм,Драма (жанр)","(['Кристиан Дюгей'],)",Канада,,,1999,6.6
Жанна д’Арк,"Жанры игрового кино,Драма (жанр),Исторический фильм","([],)",Франция,,1900,,6.6
Жандарм на прогулке,"Жанры игрового кино,Кинокомедия","(['Жиро, Жан (режиссёр)'],)","Франция,Италия",,,1970,6.5
Жандарм и инопланетяне,"Жанры игрового кино,Романтизм,Кинокомедия,Кинофантастика","(['Жиро, Жан (режиссёр)'],)",Франция,,,1979,6.2
Жандарм из Сен-Тропе,"Жанры игрового кино,Кинокомедия","(['Жиро, Жан (режиссёр)'],)","Франция,Италия",,,1964,7.1
Жандарм и жандарметки,"Жанры игрового кино,Романтизм,Кинокомедия","(['Жиро, Жан (режиссёр)'],)",Франция,,,1982,6.2
Жан де Флоретт,"Жанры игрового кино,Драма (жанр)","(['Берри, Клод'],)",,"Франция,Италия,Швейцария",,1986,8.1
Жалоба,Жанры игрового кино,"(['Золоев, Таймураз Александрович'],)",СССР,,,1986,6.3
Жако из Нанта,"Жанры игрового кино,Драма (жанр)","(['Аньес Варда', 'Жак Деми'],)",Франция,,,1991,7.7
"Жажда, война за воду","Жанры игрового кино,Фильм-катастрофа,Драма (жанр)","(['en:Ben Rekhi'],)",США,,,2005,5.4
Жажда страсти,Жанры игрового кино,"(['Харитонов, Андрей Игоревич'],)",СССР,,,1991,6.1
Жажда странствий,"Жанры игрового кино,Кинокомедия","(['Дэвид Уэйн'],)",США,,,2012,5.6
Жажда смерти 5: Обличье смерти,"Жанры игрового кино,Боевик (киножанр)","(['Аллан А. Голдштейн (страница отсутствует)'],)",,,,1994,4.9
Жажда смерти 4: Разгром,"Жанры игрового кино,Боевик (киножанр)","(['Томпсон, Дж. Ли (страница отсутствует)'],)",США,,,1987,5.4
Жажда смерти 3,"Жанры игрового кино,Детективный фильм,Боевик (киножанр)","(['Уиннер, Майкл'],)",США,,,1985,5.8
Жажда смерти 2,"Жанры игрового кино,Боевик (киножанр)","(['Уиннер, Майкл'],)",,Соединённые Штаты Америки,,1982,6.0
Жажда смерти,"Жанры игрового кино,Детективный фильм,Боевик (киножанр)","(['Рот, Элай'],)",,Соединённые Штаты Америки,,2018,6.3
Жажда смерти,"Жанры игрового кино,Триллер","(['Уиннер, Майкл'],)",США,,,1974,6.9
Жажда мести,"Жанры игрового кино,Боевик (киножанр),Мелодрама,Музыкальный жанр,Боевик (киножанр),Драматический фильм","(['Рошан, Ракеш'],)","Индия,Индия",,,1988,6.6
Жажда любви,"Жанры игрового кино,Фильм-драма","(['Корэёси Курахара'],)",Япония,,,,7.3
Жажда золота,"Жанры игрового кино,Фильм-триллер","([],)",,Австралия,,2022,5.4
Жажда золота,"Жанры игрового кино,Кинокомедия","(['Ури, Жерар'],)",Франция,,,1993,4.7
Жажда жизни,"Жанры игрового кино,Драма (жанр)","(['Миннелли, Винсент'],)",США,,,1956,7.3
Жажда,"Жанры игрового кино,Драма (жанр),Фэнтези","(['Пак Чхан Ук'],)",Республика Корея,,,2009,7.1
