title,genre,producer,country,country_duble,year,year_duble,imdb
Два газетчика,"Жанры игрового кино,Сатира (жанр)","([],)",Россия,,,2012,https://www.imdb.com/title/tt2479734/
Два всадника,"Жанры игрового кино,Вестерн","(['Форд, Джон (режиссёр)'],)",,Соединённые Штаты Америки,1961,,https://www.imdb.com/title/tt0055558/
Два воскресенья,"Жанры игрового кино,Киноповесть","(['Шредель, Владимир Маркович'],)",СССР,,,1963,https://www.imdb.com/title/tt0383326/
Два воина,"Жанры игрового кино,Боевик (киножанр),Кинокомедия,Драма (жанр)","(['Юнь Вопхин'],)",Гонконг,,,1993,https://www.imdb.com/title/tt0108281/
Два велосипеда,"Жанры игрового кино,Документальное кино","(['Суворова, Екатерина Александровна'],)","Россия,Казахстан,Германия",,,2006,
Два в одном,"Жанры игрового кино,Драма (жанр),Киноновелла (страница отсутствует)","(['Муратова, Кира Георгиевна'],)",Украина,,,2007,https://www.imdb.com/title/tt1002760/
Два броневика,Жанры игрового кино,"(['Тимошенко, Семён Алексеевич'],)",СССР,,,1928,https://www.imdb.com/title/tt0233624/
Два брата,"Жанры игрового кино,Приключенческий фильм,Драма (жанр),Семейный фильм","(['Анно, Жан-Жак'],)","Франция,Великобритания",,Ален Годар," ,Жан-Жак Анно,2004",https://www.imdb.com/title/tt0338512/
Два брата,"Жанры игрового кино,Драматический фильм","(['Дэвид Уорк Гриффит'],)",США,,,1910,https://www.imdb.com/title/tt0001428/
Два бойца,"Жанры игрового кино,Военный фильм,Драма (жанр)","(['Луков, Леонид Давидович'],)",,Союз Советских Социалистических Республик,1943,,https://www.imdb.com/title/tt0036782/
Два билета на дневной сеанс,"Жанры игрового кино,Детективный фильм","(['Раппапорт, Герберт Морицевич'],)",СССР,,,1966,https://www.imdb.com/title/tt0149558/
Два билета домой,"Жанры игрового кино,Мелодрама,Драма (жанр)","(['Месхиев, Дмитрий Дмитриевич'],)",Россия,,,,https://www.imdb.com/title/tt8499198/
Два бигха земли,"Жанры игрового кино,Драма (жанр)","(['Рой, Бимал'],)",Индия,,,1953,https://www.imdb.com/title/tt0045693/
Два берега,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Воронин, Геннадий Анатольевич'],)",СССР,,1987,,https://www.imdb.com/title/tt0092939/
Два аравийских рыцаря,"Жанры игрового кино,Приключенческий фильм,Кинокомедия","(['Майлстоун, Льюис'],)",,Соединённые Штаты Америки,1927,,https://www.imdb.com/title/tt0018515/
Дачный домик для одной семьи,"Жанры игрового кино,Драма (жанр)","(['Гусман, Юлий Соломонович'],)",СССР,,,1978,https://www.imdb.com/title/tt0212900/
Даю Год,"Жанры игрового кино,Кинокомедия,Мелодрама","(['Мазер, Дэн (страница отсутствует)'],)","Великобритания,Франция,Германия",,,2013,https://www.imdb.com/title/tt2244901/
Дачная поездка сержанта Цыбули,"Жанры игрового кино,Кинокомедия,Боевик (киножанр)","(['Литус, Николай Игнатьевич'],)",СССР,,,1979,https://www.imdb.com/title/tt0079021/
Дача,"Жанры игрового кино,Кинокомедия","(['Воинов, Константин Наумович'],)",СССР,,,,https://www.imdb.com/title/tt0069939/
«Дахаб»,"Жанры игрового кино,Музыкальный фильм","(['Анвар Вагди (страница отсутствует)'],)",Египет,,,1953,https://www.imdb.com/title/tt0184375/
Дафнис и Хлоя,"Жанры игрового кино,Драма (жанр),Эротика","(['Кузьменко, Юрий Александрович'],)",Россия,,,1993,https://www.imdb.com/title/tt0106646/
Дафна и Велма,"Жанры игрового кино,Комедия (жанр),Мистика,Фильм ужасов","(['Сьюзи Юнесси (страница отсутствует)'],)",США,,,2018,https://www.imdb.com/title/tt7689052/
Дафна,"Жанры игрового кино,Мелодрама","(['Клэр Бивэн (страница отсутствует)'],)",Великобритания,,,,https://www.imdb.com/title/tt0963169/
Даурия,"Жанры игрового кино,Драма (жанр),Истерн","(['Трегубович, Виктор Иванович'],)",СССР,,,1971,https://www.imdb.com/title/tt0066969/
Даун Хаус,"Жанры игрового кино,Чёрная комедия","(['Качанов, Роман Романович'],)",Россия,,,2001,https://www.imdb.com/title/tt0255958/
Дау. Нора мама,Жанры игрового кино,"(['Илья Хржановский'],)",,,,,https://www.imdb.com/title/tt12214628/
Дау. Никита Таня,Жанры игрового кино,"(['Илья Хржановский'],)","Германия,Украина,Великобритания,Россия",,,,https://www.imdb.com/title/tt11909040/
Дау. Наташа,Жанры игрового кино,"(['Илья Хржановский'],)",,,,2020,https://www.imdb.com/title/tt11697832/
Дау. Вырождение,Жанры игрового кино,"(['Илья Хржановский'],)","Германия,Украина,Великобритания",,,2020,https://www.imdb.com/title/tt11777298/
Дау,Жанры игрового кино,"(['Хржановский, Илья Андреевич'],)",,"Россия,Германия,Франция",,2019,https://www.imdb.com/title/tt1728616/
Дать дуба в округе Юба,"Жанры игрового кино,Кинокомедия","(['Тейт Тейлор'],)",,Соединённые Штаты Америки,"2021,24 июня,2021,22 сентября,2022"," , ",https://www.imdb.com/title/tt7737640/
Датч (Он сведёт меня с ума),"Жанры игрового кино,Кинокомедия","([],)",США,,,1991,https://www.imdb.com/title/tt0101786/
Дары смерти,"Жанры игрового кино,Триллер (жанр),Фильм ужасов","([],)",США,,,2015,https://www.imdb.com/title/tt4935372/
Дархэмский бык,"Жанры игрового кино,Спортивная,Драма","(['Рон Шелтон'],)",,,,1988,https://www.imdb.com/title/tt0094812/
Дарфур сегодня,"Жанры игрового кино,Документальный фильм","(['Браун, Тед'],)",США,,,2007,https://www.imdb.com/title/tt0988102/
Дарико,"Жанры игрового кино,Драма (жанр)","(['Долидзе, Семён Виссарионович'],)",СССР,,,1936,https://www.imdb.com/title/tt0261637/
Дара из Ясеноваца,"Жанры игрового кино,Военный фильм,Драма (жанр)","(['Предраг Антониевич (страница отсутствует)'],)",Сербия,,,2020,https://www.imdb.com/title/tt10554232/
Есть у меня друг,"Жанры игрового кино,Семейный фильм","([],)",СССР,,,1974,https://www.imdb.com/title/tt1872888/
Есть такой парень,"Жанры игрового кино,Мелодрама","(['Ивченко, Виктор Илларионович'],)",СССР,,,1956,https://www.imdb.com/title/tt0314922/
Есть мечты — будут и путешествия,"Жанры игрового кино,Мелодрама,Драма (жанр)","(['Брэд Айзекс (страница отсутствует)'],)",США,,,2007,https://www.imdb.com/title/tt0446802/
Есть меч — могу путешествовать,"Жанры игрового кино,Боевик (киножанр),Драма (жанр)","(['Чжан Чэ'],)",Гонконг,,,1969,https://www.imdb.com/title/tt0064067/
Есть идея!,"Жанры игрового кино,Сказка,Кинокомедия","(['Бычков, Владимир Сергеевич'],)",СССР,,,1977,https://www.imdb.com/title/tt1718957/
Есть здесь кто-нибудь?,"Жанры игрового кино,Драма (жанр)","(['Джон Кроули (страница отсутствует)'],)",Великобритания,,,2008,https://www.imdb.com/title/tt1130088/
Естественный свет,"Жанры игрового кино,Драматический фильм,Военный фильм","([],)",,"Германия,Венгрия,Латвия,Франция",,2021,https://www.imdb.com/title/tt11681056/
Есть и такой остров,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Гасан Сеидбейли'],)",СССР,,,1963,https://www.imdb.com/title/tt8237804/
Если…,"Жанры игрового кино,Драма (жанр)","(['Андерсон, Линдсей'],)",Великобритания,,,1968,https://www.imdb.com/title/tt0063850/
Если я останусь,"Жанры игрового кино,Драма (жанр)","(['Катлер, Ар Джей'],)",США,,,2014,https://www.imdb.com/title/tt1355630/
"Если хочешь хорошо провести время, звони…","Жанры игрового кино,Кинокомедия","([],)",США,,,2012,https://www.imdb.com/title/tt1996264/
Если хочешь быть счастливым,Жанры игрового кино,"(['Губенко, Николай Николаевич'],)",СССР,,,1974,https://www.imdb.com/title/tt0171285/
Если свекровь — монстр,"Жанры игрового кино,Комедия,Мелодрама","(['Лукетич, Роберт'],)",США,,,2005,https://www.imdb.com/title/tt0369735/
Если ты прав…,"Жанры игрового кино,Мелодрама","(['Егоров, Юрий Павлович (режиссёр)'],)",СССР,,,1963,https://www.imdb.com/title/tt0169872/
Если только,"Жанры игрового кино,Драма (жанр),Фэнтези,Мелодрама,Кинокомедия","(['Джангер, Джил (страница отсутствует)'],)","США,Великобритания",,,2004,https://www.imdb.com/title/tt0332136/
Если твоя девушка — зомби,"Жанры игрового кино,Зомби-комедия","([],)",США,,,,https://www.imdb.com/title/tt2581244/
Если парни всего мира...,Жанры игрового кино,"(['Кристиан-Жак'],)",,,,1956,https://www.imdb.com/title/tt0049703/
"Если они скажут, что ты чувствуешь","Жанры игрового кино,Драма (жанр)","(['Аранда, Висенте'],)",Испания,,1989,,https://www.imdb.com/title/tt0098324/
Если наступит завтра,"Жанры игрового кино,Криминальный фильм,Драма (жанр)","([],)",США,,,1986,https://www.imdb.com/title/tt0090455/
Если мы вместе,"Жанры игрового кино,Драма (жанр)","([],)",СССР,,,1975,https://www.imdb.com/title/tt8237918/
"Если можешь, прости…","Жанры игрового кино,Мелодрама","(['Итыгилов, Александр Атаевич'],)",СССР,,,1984,https://www.imdb.com/title/tt0088429/
Если Люси упадет,"Жанры игрового кино,Комедия,Мелодрама","(['Эрик Шеффер (страница отсутствует)'],)",США,,,1996,https://www.imdb.com/title/tt0116606/
Если любишь,"Жанры игрового кино,Мелодрама (жанр)","(['Тураев, Анвар Бурханович', 'Федор Глущенко (страница отсутствует)'],)","СССР,Таджикская ССР",,,1982,https://www.imdb.com/title/tt5581626/
Если кошки исчезнут во всём мире,"Жанры игрового кино,Драма (жанр),Фэнтези","([],)",Япония,,,2016,https://www.imdb.com/title/tt4042994/
"Если бы я хотел свистеть, ","Жанры игрового кино,Драма (жанр)","(['Флорин Шербан'],)","Румыния,Швеция",,,2010,https://www.imdb.com/title/tt1590024/
Если бы я был королём,"Жанры игрового кино,Драма (жанр)","(['Ллойд, Фрэнк (режиссёр)'],)",,,,1938,https://www.imdb.com/title/tt0030265/
Если бы это была любовь,"Жанры игрового кино,Документальное кино","(['en:Patric Chiha'],)",,,"22 февраля,2020,4 марта,2020,6 марта,2020,21 марта,2024"," , , , ",https://www.imdb.com/title/tt11018424/
Если бы стены могли говорить 2,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Джейн Андерсон', 'Кулидж, Марта', 'Хейч, Энн'],)",,Соединённые Штаты Америки,,,https://www.imdb.com/title/tt0206036/
Если завтра война…,"Жанры игрового кино,Пропагандистский фильм","(['Дзиган, Ефим Львович', 'Анци-Половский, Лазарь Яковлевич', 'Березко, Георгий Сергеевич', 'Кармазинский, Николай Николаевич'],)",,Союз Советских Социалистических Республик,1938,,https://www.imdb.com/title/tt0030992/
Если все,"Жанры игрового кино,Художественный фильм,Драма (жанр)","(['Беляускене, Наталия Владимировна'],)",Армения,,,2012,https://www.imdb.com/title/tt2401964/
Если враг не сдаётся…,"Жанры игрового кино,Военный","(['Левчук, Тимофей Васильевич'],)",СССР,,,1982,https://www.imdb.com/title/tt0084932/
Если верить Лопотухину…,Жанры игрового кино,"(['Козаков, Михаил Михайлович'],)",СССР,,,1983,https://www.imdb.com/title/tt0086620/
Если бы стены могли говорить,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Нэнси Савока', 'Шер'],)",,Соединённые Штаты Америки,,,https://www.imdb.com/title/tt0116607/
«Если бы знать…»,"Жанры игрового кино,Драма (жанр)","(['Бланк, Борис Лейбович'],)",Россия,,,1993,https://www.imdb.com/title/tt0135712/
Если бы не розы,"Жанры игрового кино,Драма (жанр)","(['Гросбард, Улу'],)",США,,,1968,https://www.imdb.com/title/tt0063654/
Если бы Дон Жуан был женщиной,"Жанры игрового кино,Эротический фильм,Драма (жанр)","(['Вадим, Роже'],)","Франция,Италия",,,1973,https://www.imdb.com/title/tt0069990/
Если бы весь мир был моим,"Жанры игрового кино,Мелодрама,Мюзикл","(['Густафсон, Томас (режиссёр) (страница отсутствует)'],)",США,,,2008,https://www.imdb.com/title/tt0476991/
Если бы взгляды могли убивать,"Жанры игрового кино,Шпионский боевик,Кинокомедия,Кинопародия,Музыкальный жанр,Хард-рок,Глэм-метал","(['Дир, Уильям'],)","США,США",,,1991,https://www.imdb.com/title/tt0102095/
Если бы нам рассказали о Париже,Жанры игрового кино,"(['Саша Гитри'],)",,Франция,,1956,https://www.imdb.com/title/tt0048616/
Если бы камни говорили…,"Жанры игрового кино,Драма (жанр),Экранизация","(['Лысенко, Юрий Семёнович'],)",СССР,,,1957,https://www.imdb.com/title/tt5104308/
Если Бил-стрит могла бы заговорить,"Жанры игрового кино,Драматический фильм,Романтический фильм","(['Дженкинс, Барри (режиссёр)'],)",США,,,2018,https://www.imdb.com/title/tt7125860/
Ёсивара,Жанры игрового кино,"(['Макс Офюльс'],)",Франция,,,1937,https://www.imdb.com/title/tt0029802/
Есения,Жанры игрового кино,"([],)",,Мексика,,1971,https://www.imdb.com/title/tt0245580/
В парке,"Жанры игрового кино,Кинокомедия","(['Чаплин, Чарльз'],)",,,,1915,https://www.imdb.com/title/tt0005542/
В Париж!,"Жанры игрового кино,Драма (жанр)","(['Крутин, Сергей Викторович'],)",Россия,,,2009,https://www.imdb.com/title/tt1616552/
В памяти навсегда,"Жанры игрового кино,Мелодрама","(['Эдвард Дмитрик'],)","Великобритания,США",,,1947,https://www.imdb.com/title/tt0039842/
В отрыв!,"Жанры игрового кино,Кинокомедия,Драма (жанр)","(['Кэрриган, Джастин (страница отсутствует)'],)","Великобритания,Ирландия",,,1999,https://www.imdb.com/title/tt0188674/
В открытом море,"Жанры игрового кино,Романтическая комедия","(['Кулидж, Марта'],)",США,,,,https://www.imdb.com/title/tt0119848/
В осаде 2: Тёмная территория ,"Жанры игрового кино,Боевик (киножанр)","(['Мёрфи, Джеф'],)",США,,,1995,https://www.imdb.com/title/tt0114781/
В осаде,"Жанры игрового кино,Боевик (киножанр),Триллер","(['Дэвис, Эндрю (режиссёр)'],)",США,,,1992,https://www.imdb.com/title/tt0105690/
В опасном положении,"Жанры игрового кино,Кинокомедия","(['Вебер, Франсис'],)",США,,,1992,https://www.imdb.com/title/tt0105078/
В омуте Москвы,"Жанры игрового кино,Драма (жанр)","(['Ларин, Николай (страница отсутствует)'],)",,,,,
В омуте лжи,"Жанры игрового кино,Драма (жанр),Триллер","([],)",США,,,2008,https://www.imdb.com/title/tt0902337/
В ожидании чуда,"Жанры игрового кино,Кинокомедия,Мелодрама","(['Бедарев, Евгений Александрович'],)",Россия,,,2007,https://www.imdb.com/title/tt1343117/
В ожидании чуда,"Жанры игрового кино,Драма (жанр),Семейный фильм","(['Слободан Косовалич (страница отсутствует)'],)",СССР,,,1975,https://www.imdb.com/title/tt0242993/
В ожидании моря,"Жанры игрового кино,Трагикомедия","(['Худойназаров, Бахтиёр Бабаджанович'],)","Германия,Россия,Таджикистан,Украина,Франция,Казахстан,Бельгия",,,2012,https://www.imdb.com/title/tt2522082/
В ожидании любви,"Жанры игрового кино,Мелодрама,Комедия","([],)","Польша,США",,,2008,https://www.imdb.com/title/tt1080930/
В ожидании Луны,"Жанры игрового кино,Драма (жанр),Фильм-биография","(['Джил Годмилов (страница отсутствует)'],)","Великобритания,Франция,США",,Джил Годмилов,1987,https://www.imdb.com/title/tt0094286/
В ожидании Годо,Жанры игрового кино,"(['Линдсей-Хогг, Майкл (страница отсутствует)'],)",Ирландия,,,2001,https://www.imdb.com/title/tt0276613/
В ожидании выдоха,"Жанры игрового кино,Драма (жанр)","(['Уитакер, Форест'],)",,Соединённые Штаты Америки,,1995,https://www.imdb.com/title/tt0114885/
В ожидании волн и частиц,"Жанры игрового кино,Документальное кино","(['Завильгельский, Дмитрий Геннадиевич'],)",Россия,,,2015,
В ожидании вечности,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Джеймс Кич (страница отсутствует)'],)",США,,,2010,https://www.imdb.com/title/tt1296898/
В ожидании варваров,"Жанры игрового кино,Драма (жанр)","(['Сиро Герра (страница отсутствует)'],)","Италия,США",,,2019,https://www.imdb.com/title/tt6149154/
В ожидании Ани,"Жанры игрового кино,Драма (жанр)","([],)","Великобритания,Бельгия",,,2020,https://www.imdb.com/title/tt7095476/
В одну сторону,"Жанры игрового кино,Криминальная драма,Триллер","(['Рето Салимбени (страница отсутствует)'],)",,"Германия,Канада",,2006,https://www.imdb.com/title/tt0484382/
В одну-единственную жизнь,"Жанры игрового кино,Драма (жанр)","(['Игорь Апасян'],)",СССР,,,1986,https://www.imdb.com/title/tt0267075/
В одной знакомой улице…,"Жанры игрового кино,Драма (жанр)","([],)",СССР,,1988,,https://www.imdb.com/title/tt0306182/
В одно прекрасное детство,"Жанры игрового кино,Кинокомедия,Музыкальный фильм,Детский фильм","(['Сегель, Яков Александрович'],)",СССР,,,1979,https://www.imdb.com/title/tt0175287/
В одном маленьком городе,"Жанры игрового кино,Драматический фильм","(['Лордкипанидзе, Григорий Давидович'],)",,Союз Советских Социалистических Республик,,1985,https://www.imdb.com/title/tt0265967/
В одно ухо влетело,"Жанры игрового кино,Кинокомедия","(['Кинни, Терри'],)",США,,,2008,https://www.imdb.com/title/tt1007950/
В один прекрасный день,"Жанры игрового кино,Комедия","(['Слуцкий, Михаил Яковлевич'],)",СССР,,,1955,https://www.imdb.com/title/tt0193599/
В один прекрасный день,"Жанры игрового кино,Киноальманах,Музыкальная комедия,Фантастический фильм","(['Юлий Гусман', 'Рустам Ибрагимбеков'],)","СССР,Азербайджанская ССР",,,1976,https://www.imdb.com/title/tt0326342/
В огне брода нет,"Жанры игрового кино,Драма (жанр),Исторический фильм","(['Панфилов, Глеб Анатольевич'],)",СССР,,,1967,https://www.imdb.com/title/tt0062428/
В огне,"Жанры игрового кино,Фильм-триллер,Боевик (киножанр)","([],)",,Соединённые Штаты Америки,2001,,https://www.imdb.com/title/tt0217979/
В объятиях убийцы,"Жанры игрового кино,Драма (жанр),Триллер","(['Роберт Коллинз (страница отсутствует)'],)",США,,,1992,https://www.imdb.com/title/tt0104495/
В объятиях лжи,"Жанры игрового кино,Психологический триллер","(['Джордан, Нил'],)","США,Ирландия",,,2018,https://www.imdb.com/title/tt2639336/
В объективе — животные,"Жанры игрового кино,Научно-популярный фильм","([],)",СССР,,,,
В ночь на новолуние,Жанры игрового кино,"(['Даниялов, Юсуп Абдурахманович (страница отсутствует)'],)",СССР,,,1977,
В ночь лунного затмения,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Халзанов, Барас Цыретарович'],)",СССР,,,1978,https://www.imdb.com/title/tt0326341/
В ночной тиши,"Жанры игрового кино,Детективный фильм,Психологический триллер","(['Бентон, Роберт'],)",США,,,1982,https://www.imdb.com/title/tt0084732/
В ночи,"Жанры игрового кино,Триллер,Боевик (киножанр),Приключения,Комедия,Драма (жанр),Музыкальный жанр,Поп-рок,Ритм-н-блюз","(['Лэндис, Джон'],)",США,,,1985,https://www.imdb.com/title/tt0089346/
В небе только девушки,"Жанры игрового кино,Кинокомедия","(['Журавлёв, Василий Николаевич'],)",СССР,,,1967,https://www.imdb.com/title/tt0206960/
В небе «ночные ведьмы»,"Жанры игрового кино,Драма (жанр),Военный фильм","(['Жигуленко, Евгения Андреевна'],)",СССР,,,1981,https://www.imdb.com/title/tt0232882/
В начале славных дел,"Жанры игрового кино,Драма (жанр)","(['Герасимов, Сергей Апполинариевич'],)","СССР,ГДР",,,,https://www.imdb.com/title/tt0171874/
В начале игры,"Жанры игрового кино,Драма (жанр)","(['Мастюгин, Юрий Матвеевич (страница отсутствует)'],)",СССР,,,1981,https://www.imdb.com/title/tt0232881/
В начале века,"Жанры игрового кино,Исторический фильм,Фильм-биография","(['Рыбаков, Анатолий Михайлович'],)",СССР,,,1961,https://www.imdb.com/title/tt0324399/
В Москве проездом…,"Жанры игрового кино,Трагикомедия","(['Гурин, Илья Яковлевич'],)",СССР,,,1970,https://www.imdb.com/title/tt0166863/
Адский ветряк,"Жанры игрового кино,Боевик (киножанр)","(['Лу Цзюньгу (страница отсутствует)', 'Тони Вон'],)",Гонконг,,,1979,https://www.imdb.com/title/tt0079483/
Адский бункер: Черное солнце,"Жанры игрового кино,Боевик (киножанр),Фильм ужасов","(['Стив Баркер (страница отсутствует)'],)",Великобритания,,,2012,https://www.imdb.com/title/tt1418712/
Адский бункер: Восстание спецназа,"Жанры игрового кино,Боевик (киножанр),Фильм ужасов","(['Киран Паркер (страница отсутствует)'],)",Великобритания,,,2013,https://www.imdb.com/title/tt2241403/
Адский бункер,"Жанры игрового кино,Боевик (киножанр),Фильм ужасов","(['Баркер, Стив (страница отсутствует)'],)",Великобритания,,,2008,https://www.imdb.com/title/tt0892899/
Адская поездка,"Жанры игрового кино,Боевик (киножанр),Триллер,Приключения","([],)",США,,2008,,https://www.imdb.com/title/tt0411475/
Адская ночь,"Жанры игрового кино,Фильм ужасов,Триллер","([],)",США,,,1981,https://www.imdb.com/title/tt0082511/
Адская месть-2. Кровавые крылья,"Жанры игрового кино,Фильм ужасов","(['Джефф Барр (страница отсутствует)'],)",,,,1994,https://www.imdb.com/title/tt0110913/
Адская кухня,"Жанры игрового кино,Криминальный фильм,Драма (жанр),Боевик (жанр)","(['Андреа Берлофф (страница отсутствует)'],)",США,,,2019,https://www.imdb.com/title/tt5822564/
Адская кухня,"Жанры игрового кино,Криминальный фильм,Драматический фильм","([],)",США,,,1998,https://www.imdb.com/title/tt0129136/
Адская кухня,"Жанры игрового кино,Драма (жанр)","(['Сталлоне, Сильвестр'],)",США,,,1978,https://www.imdb.com/title/tt0078056/
Адрес неизвестен,"Жанры игрового кино,Кинокомедия","(['Ле Шануа, Жан-Поль'],)",Франция,,1951,,https://www.imdb.com/title/tt0042923/
Адрес Ленина,,"(['Петров, Владимир Михайлович (режиссёр)'],)",СССР,,,1929,https://www.imdb.com/title/tt0128992/
Адская жёнушка,"Жанры игрового кино,Кинокомедия","(['Лейн, Джеймс (страница отсутствует)', 'Джонс, Дональд (страница отсутствует)'],)",США,,,1993,https://www.imdb.com/title/tt0107153/
Адреналин: Высокое напряжение,"Жанры игрового кино,Боевик (киножанр),Криминал,Триллер,Чёрная комедия,Эксплуатационное кино,Музыкальный жанр,Поп-рок,Альтернативный рок,Саундтрек","(['Марк Невелдайн', 'Тейлор, Брайан (кинорежиссёр)'],)",США,,,2009,https://www.imdb.com/title/tt1121931/
Адреналин: Страх погони,"Жанры игрового кино,Боевик (киножанр),Кинофантастика","(['Альберт Пьюн'],)",США,,,1996,https://www.imdb.com/title/tt0115471/
Адреналин,"Жанры игрового кино,Фильм ужасов","(['Ассаль, Анита (страница отсутствует)', 'Бомпар, Бартоломи (страница отсутствует)'],)",Франция,,,1990,https://www.imdb.com/title/tt0098986/
Адреналин,"Жанры игрового кино,Боевик (киножанр),Триллер,Криминал,Чёрная комедия","(['Невелдайн, Марк', 'Тейлор, Брайан (кинорежиссёр)'],)",США,,,2006,https://www.imdb.com/title/tt0479884/
Адмиралъ,"Жанры игрового кино,Исторический фильм,Военный фильм,Приключенческий фильм,Мелодрама,Драма","(['Кравчук, Андрей Юрьевич'],)","Россия,Франция,Китай",,,2008,https://www.imdb.com/title/tt1101026/
Адмирал Ушаков,Жанры игрового кино,"(['Ромм, Михаил Ильич'],)",СССР,,,,https://www.imdb.com/title/tt0045473/
Адмирал Нахимов,"Жанры игрового кино,Исторический фильм","(['Пудовкин, Всеволод Илларионович'],)",СССР,,,1946,https://www.imdb.com/title/tt0039132/
Адмирал,"Жанры игрового кино,Байопик,Военный фильм,Исторический фильм,Драма (жанр)","(['Роэль Рейн (страница отсутствует)'],)",Нидерланды,,,2015,https://www.imdb.com/title/tt2544766/
Административная власть,"Жанры игрового кино,Драма (жанр)","(['Уайз, Роберт'],)",,Соединённые Штаты Америки,1954,,https://www.imdb.com/title/tt0046963/
Аджами,"Жанры игрового кино,Драма (жанр)","(['Скандар Копти (страница отсутствует)', 'Ярон Шани (страница отсутствует)'],)","Израиль,Германия",,,2009,https://www.imdb.com/title/tt1077262/
Адемай на пограничном посту,"Жанры игрового кино,Кинокомедия","(['Поль Коллин (страница отсутствует)'],)",Франция,,,1950,https://www.imdb.com/title/tt0041092/
Адела ещё не ужинала,"Жанры игрового кино,Кинокомедия,Детектив","(['Липский, Олдржих'],)",Чехословакия,,,1977,https://www.imdb.com/title/tt0075633/
Адвокат дьявола,"Жанры игрового кино,Фильм ужасов,Триллер,Драма (жанр)","(['Хэкфорд, Тейлор'],)",,Соединённые Штаты Америки,,,https://www.imdb.com/title/tt0118971/
Адвокат,"Жанры игрового кино,Драма (жанр)","(['en:Yang Woo-suk'],)",Республика Корея,,,2013,https://www.imdb.com/title/tt3404140/
Адвокат,"Жанры игрового кино,Драма (жанр),Детективный фильм","(['Хамраев, Искандер Абдурахманович'],)",СССР,,,1990,https://www.imdb.com/title/tt0100831/
Адвокат,"Жанры игрового кино,Драма (жанр)","(['Уильям Уайлер'],)",США,,,1933,https://www.imdb.com/title/tt0023911/
Адаптация,"Жанры игрового кино,Трагикомедия,Музыкальный жанр,Музыка к фильму","(['Джонз, Спайк'],)","США,США",,,2002,https://www.imdb.com/title/tt0268126/
Адамовы яблоки,"Жанры игрового кино,Кинокомедия,Драма (жанр),Криминальный фильм","(['Йенсен, Андерс Томас'],)","Дания,Германия",,,2005,https://www.imdb.com/title/tt0418455/
Адам хочет быть человеком,"Жанры игрового кино,Драма (жанр)","(['Жалакявичюс, Витаутас Пранович'],)",СССР,,,1959,https://www.imdb.com/title/tt0297704/
Адам и Хева,Жанры игрового кино,"(['Коренев, Алексей Александрович'],)",СССР,,,1969,https://www.imdb.com/title/tt0149586/
Адам и Стив,"Жанры игрового кино,Кинокомедия","([],)",США,,,2005,https://www.imdb.com/title/tt0372122/
Адам женится на Еве,"Жанры игрового кино,Кинокомедия,Драма (жанр)","([],)",,Союз Советских Социалистических Республик,1980,,https://www.imdb.com/title/tt0080332/
Адам,"Жанры игрового кино,Драма (жанр),Мелодрама","([],)",США,,,2009,https://www.imdb.com/title/tt1185836/
Адажио,Жанры игрового кино,"([],)",,Италия,2023,,https://www.imdb.com/title/tt22001304/
Ада! Это же неудобно!,"Жанры игрового кино,Кинокомедия","([],)",,Польша,1936,,https://www.imdb.com/title/tt0027257/
"Ад, или Досье на самого себя","Жанры игрового кино,Драматический фильм","(['Беглов, Геннадий Александрович'],)",СССР,,,1989,https://www.imdb.com/title/tt0149585/
Ад Танжера,"Жанры игрового кино,Драма (жанр)","([],)",Бельгия,,,2006,https://www.imdb.com/title/tt0473492/
Ад по соседству,"Жанры игрового кино,Драматический фильм,Фильм ужасов,Фильм-триллер","([],)",,Соединённые Штаты Америки,2019,,https://www.imdb.com/title/tt7541106/
Ад каннибалов 3,"Жанры игрового кино,Ужасы,Приключения","([],)",,,,1977,https://www.imdb.com/title/tt0078437/
Ад каннибалов,"Жанры игрового кино,Ужасы","(['Деодато, Руджеро'],)",Италия,,,1980,https://www.imdb.com/title/tt0078935/
Ад и небо,"Жанры игрового кино,Кинофантастика,Кинокомедия","(['Ружевич, Станислав'],)",Польша,,,1966,https://www.imdb.com/title/tt0060833/
Ад живых мертвецов,"Жанры игрового кино,Фильм ужасов","(['Маттеи, Бруно', 'Фрагассо, Клаудио'],)","Италия,Испания",,,1980,https://www.imdb.com/title/tt0082559/
Гекльберри Финн,"Жанры игрового кино,Детский фильм,Кинокомедия","(['Таурог, Норман'],)",,Соединённые Штаты Америки,1931,,https://www.imdb.com/title/tt0021981/
Геклен,"Жанры игрового кино,Приключенческий фильм,Исторический фильм","(['Бернар де Латур (страница отсутствует)'],)",Франция,,,1948,https://www.imdb.com/title/tt0040304/
Геката,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Шмид, Даниэль'],)","Швейцария,Франция",,,1982,https://www.imdb.com/title/tt0082510/
Гейша,"Жанры игрового кино,Драма (жанр)","(['Кэндзи Мидзогути'],)",Япония,,,1953,https://www.imdb.com/title/tt0045814/
